num,kanji,kana,url
1,逢沢　　一郎君,あいさわ_いちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/011.html
2,青柳　　仁士君,あおやぎ_ひとし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/012.html
3,青柳　陽一郎君,あおやぎ_よういちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/013.html
4,青山　　周平君,あおやま_しゅうへい,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/014.html
5,青山　　大人君,あおやま_やまと,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/015.html
6,赤木　　正幸君,あかぎ_まさゆき,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/016.html
7,赤澤　　亮正君,あかざわ_りょうせい,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/017.html
8,赤羽　　一嘉君,あかば_かずよし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/018.html
9,あかま　二郎君,あかま_じろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/003.html
10,赤嶺　　政賢君,あかみね_せいけん,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/019.html
11,秋葉　　賢也君,あきば_けんや,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/020.html
12,秋本　　真利君,あきもと_まさとし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/021.html
13,浅川　　義治君,あさかわ_よしはる,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/022.html
14,浅野　　　哲君,あさの_さとし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/023.html
15,東　　　国幹君,あずま_くによし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/024.html
16,安住　　　淳君,あずみ_じゅん,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/005.html
17,畦元　　将吾君,あぜもと_しょうご,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/025.html
18,麻生　　太郎君,あそう_たろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/026.html
19,足立　　康史君,あだち_やすし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/007.html
20,阿部　　　司君,あべ_つかさ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/008.html
21,あべ　　俊子君,あべ_としこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/004.html
22,阿部　　知子君,あべ_ともこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/009.html
23,阿部　　弘樹君,あべ_ひろき,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/010.html
24,甘利　　　明君,あまり_あきら,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/027.html
25,荒井　　　優君,あらい_ゆたか,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/028.html
26,新垣　　邦男君,あらかき_くにお,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/029.html
27,五十嵐　　清君,いがらし_きよし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/030.html
28,池下　　　卓君,いけした_たく,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/047.html
29,池田　　佳隆君,いけだ_よしたか,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/048.html
30,池畑　浩太朗君,いけはた_こうたろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/049.html
31,伊佐　　進一君,いさ_しんいち,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/039.html
32,井坂　　信彦君,いさか_のぶひこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/031.html
33,石井　　啓一君,いしい_けいいち,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/050.html
34,石井　　　拓君,いしい_たく,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/051.html
35,石川　　昭政君,いしかわ_あきまさ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/052.html
36,石川　　香織君,いしかわ_かおり,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/053.html
37,石田　　真敏君,いしだ_まさとし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/054.html
38,石破　　　茂君,いしば_しげる,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/055.html
39,石橋　林太郎君,いしばし_りんたろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/056.html
40,石原　　宏高君,いしはら_ひろたか,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/057.html
41,石原　　正敬君,いしはら_まさたか,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/058.html
42,泉　　　健太君,いずみ_けんた,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/059.html
43,泉田　　裕彦君,いずみだ_ひろひこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/060.html
44,一谷　勇一郎君,いちたに_ゆういちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/061.html
45,市村　浩一郎君,いちむら_こういちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/062.html
46,井出　　庸生君,いで_ようせい,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/032.html
47,伊藤　　俊輔君,いとう_しゅんすけ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/042.html
48,伊藤　信太郎君,いとう_しんたろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/043.html
49,伊藤　　忠彦君,いとう_ただひこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/044.html
50,伊藤　　達也君,いとう_たつや,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/045.html
51,伊東　　信久君,いとう_のぶひさ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/040.html
52,伊東　　良孝君,いとう_よしたか,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/041.html
53,伊藤　　　渉君,いとう_わたる,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/046.html
54,稲田　　朋美君,いなだ_ともみ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/063.html
55,稲津　　　久君,いなつ_ひさし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/064.html
56,稲富　　修二君,いなとみ_しゅうじ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/065.html
57,井野　　俊郎君,いの_としろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/033.html
58,井上　　信治君,いのうえ_しんじ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/034.html
59,井上　　貴博君,いのうえ_たかひろ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/035.html
60,井上　　英孝君,いのうえ_ひでたか,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/036.html
61,井林　　辰憲君,いばやし_たつのり,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/037.html
62,井原　　　巧君,いはら_たくみ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/038.html
63,今枝　宗一郎君,いまえだ_そういちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/066.html
64,今村　　雅弘君,いまむら_まさひろ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/067.html
65,岩田　　和親君,いわた_かずちか,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/068.html
66,岩谷　　良平君,いわたに_りょうへい,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/069.html
67,岩屋　　　毅君,いわや_たけし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/070.html
68,上杉　謙太郎君,うえすぎ_けんたろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/071.html
69,上田　　英俊君,うえだ_えいしゅん,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/072.html
70,上野　賢一郎君,うえの_けんいちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/073.html
71,浮島　　智子君,うきしま_ともこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/074.html
72,梅谷　　　守君,うめたに_まもる,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/075.html
73,浦野　　靖人君,うらの_やすと,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/076.html
74,漆間　　譲司君,うるま_じょうじ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/077.html
75,江崎　　鐵磨君,えさき_てつま,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/078.html
76,江田　　憲司君,えだ_けんじ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/079.html
77,枝野　　幸男君,えだの_ゆきお,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/083.html
78,江渡　　聡徳君,えと_あきのり,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/080.html
79,衛藤　征士郎君,えとう_せいしろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/082.html
80,江藤　　　拓君,えとう_たく,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/081.html
81,英利アルフィヤ君,えり_あるふぃや,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/503.html
82,遠藤　　　敬君,えんどう_たかし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/084.html
83,遠藤　　利明君,えんどう_としあき,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/085.html
84,遠藤　　良太君,えんどう_りょうた,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/086.html
85,大石　あきこ君,おおいし_あきこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/101.html
86,大岡　　敏孝君,おおおか_としたか,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/102.html
87,大河原まさこ君,おおかわら_まさこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/103.html
88,大串　　博志君,おおぐし_ひろし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/104.html
89,大串　　正樹君,おおぐし_まさき,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/105.html
90,大口　　善徳君,おおぐち_よしのり,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/106.html
91,逢坂　　誠二君,おおさか_せいじ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/112.html
92,大島　　　敦君,おおしま_あつし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/107.html
93,大塚　　　拓君,おおつか_たく,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/108.html
94,おおつき紅葉君,おおつき_くれは,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/087.html
95,大西　　健介君,おおにし_けんすけ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/109.html
96,大西　　英男君,おおにし_ひでお,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/110.html
97,大野　敬太郎君,おおの_けいたろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/111.html
98,岡田　　克也君,おかだ_かつや,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/113.html
99,緒方　林太郎君,おがた_りんたろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/100.html
100,岡本　あき子君,おかもと_あきこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/114.html
101,岡本　　三成君,おかもと_みつなり,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/115.html
102,小川　　淳也君,おがわ_じゅんや,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/088.html
103,奥下　　剛光君,おくした_たけみつ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/116.html
104,奥野　　信亮君,おくの_しんすけ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/117.html
105,奥野　総一郎君,おくの_そういちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/118.html
106,小熊　　慎司君,おぐま_しんじ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/089.html
107,小倉　　將信君,おぐら_まさのぶ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/090.html
108,尾崎　　正直君,おざき_まさなお,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/097.html
109,小里　　泰弘君,おざと_やすひろ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/091.html
110,小沢　　一郎君,おざわ_いちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/092.html
111,小田原　　潔君,おだわら_きよし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/093.html
112,越智　　隆雄君,おち_たかお,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/099.html
113,落合　　貴之君,おちあい_たかゆき,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/119.html
114,鬼木　　　誠君,おにき_まこと,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/120.html
115,小野　　泰輔君,おの_たいすけ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/094.html
116,小野寺　五典君,おのでら_いつのり,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/095.html
117,小渕　　優子君,おぶち_ゆうこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/096.html
118,尾身　　朝子君,おみ_あさこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/098.html
119,海江田　万里君,かいえだ_ばんり,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/002.html
120,笠井　　　亮君,かさい_あきら,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/126.html
121,河西　　宏一君,かさい_こういち,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/124.html
122,梶山　　弘志君,かじやま_ひろし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/127.html
123,勝俣　　孝明君,かつまた_たかあき,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/128.html
124,勝目　　　康君,かつめ_やすし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/129.html
125,加藤　　鮎子君,かとう_あゆこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/121.html
126,加藤　　勝信君,かとう_かつのぶ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/122.html
127,加藤　　竜祥君,かとう_りゅうしょう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/123.html
128,門山　　宏哲君,かどやま_ひろあき,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/130.html
129,金子　　恵美君,かねこ_えみ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/131.html
130,金子　　俊平君,かねこ_しゅんぺい,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/132.html
131,金子　　恭之君,かねこ_やすし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/133.html
132,金子　　容三君,かねこ_ようぞう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/509.html
133,金田　　勝年君,かねだ_かつとし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/134.html
134,金村　　龍那君,かねむら_りゅうな,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/135.html
135,鎌田　さゆり君,かまた_さゆり,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/136.html
136,上川　　陽子君,かみかわ_ようこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/137.html
137,神谷　　　裕君,かみや_ひろし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/138.html
138,亀井　亜紀子君,かめい_あきこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/510.html
139,亀岡　　偉民君,かめおか_よしたみ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/139.html
140,川内　　博史君,かわうち_ひろし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/511.html
141,川崎　ひでと君,かわさき_ひでと,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/140.html
142,菅　　　直人君,かん_なおと,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/143.html
143,菅家　　一郎君,かんけ_いちろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/144.html
144,神田　　憲次君,かんだ_けんじ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/141.html
145,神田　　潤一君,かんだ_じゅんいち,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/142.html
146,城井　　　崇君,きい_たかし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/149.html
147,城内　　　実君,きうち_みのる,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/150.html
148,黄川田　仁志君,きかわだ_ひとし,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/151.html
149,菊田　真紀子君,きくた_まきこ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/152.html
150,岸　　信千世君,きし_のぶちよ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/504.html
151,岸田　　文雄君,きしだ_ふみお,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/154.html
152,北神　　圭朗君,きたがみ_けいろう,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/156.html
153,北側　　一雄君,きたがわ_かずお,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/157.html
154,木原　　誠二君,きはら_せいじ,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/145.html
155,木原　　　稔君,きはら_みのる,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/146.html
